,Stock,A,B,C,D,J,K,M,N,P,Q,W,X,Y,Z,
3659,SM,0,0.010152284,0,0.746192893,0.010152284,0.010152284,0,0.086294416,0.040609137,0.055837563,0,0,0.015228426,0.025380711,1
3660,SMA,0,0,0,0.761904762,0,0,0,0,0.19047619,0.047619048,0,0,0,0,1
3661,SMCI,0,0.097418412,0,0.707744764,0,0,0,0,0,0.097418412,0,0,0,0.097418412,1
3662,SMDD,0,0.119047619,0,0.285714286,0,0,0,0,0,0.595238095,0,0,0,0,1
3663,SMF,0,0,0,0.9375,0,0.0625,0,0,0,0,0,0,0,0,1
3664,SMFG,0,0,0,0.211960636,0.075700227,0.007570023,0,0.47009841,0.037850114,0.007570023,0,0,0,0.189250568,1
3665,SMG,0,0,0,0.166666667,0,0.166666667,0,0.416666667,0.083333333,0,0,0,0,0.166666667,1
3666,SMH,0,0.003467647,0,0.715444899,0.027741175,0.024273528,0,0,0.083223525,0.093834524,0,0,0,0.052014703,1
3667,SMI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3668,SMLP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3669,SMM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3670,SMN,0,0,0,0.823529412,0,0,0,0,0,0.058823529,0,0,0,0.117647059,1
3671,SMP,0,0.051229508,0,0.27920082,0,0.051229508,0,0.567110656,0.051229508,0,0,0,0,0,1
3672,SMRT,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,1
3673,SMS,0,0,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0,1
3674,SMTC,0,0,0,0.337410805,0.0254842,0,0,0,0.369520897,0.152905199,0,0,0,0.114678899,1
3675,SN,0,0.003644315,0,0.40856414,0,0.021865889,0,0.372776968,0.065597668,0.087463557,0.003644315,0,0,0.036443149,1
3676,SNA,0,0.03030303,0,0.424242424,0.03030303,0,0,0.363636364,0.060606061,0.060606061,0,0,0.03030303,0,1
3677,SNAK,0,0,0,0.967741935,0,0,0,0,0,0,0,0,0,0.032258065,1
3678,SNCR,0,0.007623694,0,0.908515667,0,0.030494778,0,0,0,0.015247389,0,0,0.007623694,0.030494778,1
3679,SNDK,0,0.019556077,0.004481601,0.525805873,0.024445096,0.103215345,0,0,0.048490923,0.182947101,0,0,0.030963789,0.060094195,1
3680,SNE,0,0.043478261,0,0.461490683,0,0.01863354,0,0.173913043,0.01863354,0.19689441,0,0.037267081,0,0.049689441,1
3681,SNFCA,0,0,0,0,0,0,0,0,0,0.869565217,0,0,0,0.130434783,1
3682,SNH,0,0.013209521,0,0.450562386,0.078472404,0.039236202,0,0.143866074,0.19618101,0.078472404,0,0,0,0,1
3683,SNHY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3684,SNI,0,0.141242938,0,0.223163842,0,0,0,0.353107345,0.070621469,0.211864407,0,0,0,0,1
3685,SNLN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3686,SNN,0,0,0,0.265957447,0,0,0,0.132978723,0.332446809,0,0,0,0,0.268617021,1
3687,SNP,0,0.065019506,0,0.630255743,0,0,0,0.15301257,0.043346337,0.021673169,0,0,0.065019506,0.021673169,1
3688,SNPS,0,0.04787234,0,0.760638298,0.005319149,0.005319149,0,0,0.090425532,0.074468085,0,0,0,0.015957447,1
3689,SNSS,0,0.043478261,0,0.695652174,0.043478261,0.043478261,0,0,0.043478261,0.043478261,0,0,0,0.086956522,1
3690,SNTA,0,0,0,0.793239842,0.008989572,0,0,0,0.026968716,0.071916577,0,0,0,0.098885293,1
3691,SNTS,0,0.015912165,0.003978041,0.669146312,0,0.039780412,0,0,0.022953298,0.216405442,0.003978041,0.007956082,0.007956082,0.011934124,1
3692,SNV,0,0.007220296,0.002755838,0.578458164,0.032784554,0.05245242,0,0.109902829,0.060296638,0.08556988,0.000440934,0.001543269,0.008749235,0.059825941,1
3693,SNX,0,0.238095238,0,0,0,0,0,0.285714286,0.238095238,0.238095238,0,0,0,0,1
3694,SNY,0,0.098502261,0,0.356426641,0,0.009244058,0,0.274720279,0.058091077,0.051473745,0,0.045462582,0.064380067,0.04169929,1
3695,SO,0,0.006583495,0,0.649264294,0.018104612,0.024688107,0,0.06168735,0.083939564,0.098752428,0.001645874,0.001645874,0.008229369,0.045459034,1
3696,SOCL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3697,SODA,0,0.09494422,0,0.501542844,0,0.09494422,0,0,0.04747211,0.09494422,0,0,0,0.166152385,1
3698,SOHU,0,0.03096934,0,0.4413131,0,0.064880768,0,0,0.046454011,0.385413441,0,0,0,0.03096934,1
3699,SOL,0,0,0,0.95171884,0,0,0,0.015363933,0.021394277,0,0,0,0,0.01152295,1
3700,SON,0,0.04995005,0,0.074925075,0,0.04995005,0,0.6003996,0.0999001,0.04995005,0.024975025,0,0,0.04995005,1
3701,SONC,0,0.093167702,0,0.440993789,0,0.217391304,0,0,0.093167702,0.124223602,0,0,0,0.031055901,1
3702,SONS,0,0.016147263,0.103127187,0.598794338,0.010764842,0.021529684,0,0,0.021529684,0.115076161,0,0,0.016147263,0.096883578,1
3703,SOXL,0,0,0,0.579994746,0.006567713,0.098515697,0,0,0.295218705,0.013135426,0,0,0,0.006567713,1
3704,SOXS,0,0.00772499,0.015449981,0.791425261,0.00772499,0.100424874,0,0,0.061799923,0,0,0,0,0.015449981,1
3705,SOXX,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,1
3706,SPAR,0,0,0,0.166666667,0,0,0,0,0.5,0,0,0,0.333333333,0,1
3707,SPB,0,0.038461538,0,0.615384615,0,0.076923077,0,0.076923077,0.038461538,0,0,0,0,0.153846154,1
3708,SPF,0,0.008795918,0,0.597056751,0.004510727,0.039254602,0,0.057748583,0.150545516,0.073863156,0,0.013532181,0,0.054692566,1
3709,SPG,0,0.06599934,0,0.659113409,0,0,0,0.131888681,0.08799912,0.01099989,0.02199978,0,0,0.02199978,1
3710,SPH,0,0,0,0.863212102,0,0,0,0.072095269,0,0.06469263,0,0,0,0,1
3711,SPHD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3712,SPHQ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3713,SPIL,0,0,0,0.02770211,0,0,0,0,0.175446697,0.483401819,0,0,0,0.313449374,1
3714,SPLK,0,0.030347172,0,0.641114348,0,0.04248604,0,0,0.115319252,0.116108279,0.006069434,0,0.006069434,0.04248604,1
3715,SPLS,0.011543635,0.004015177,0.000334598,0.547576506,0.00526992,0.03561295,0,0,0.097784626,0.192367148,0.002676785,0.011209037,0.004182476,0.087427141,1
3716,SPLV,0,0.020280376,0,0.618247268,0,0,0,0,0.044591477,0.195198621,0,0.015210282,0.002535047,0.103936928,1
3717,SPN,0,0.006375925,0,0.459066565,0.012751849,0.114766641,0,0.203009436,0.038255547,0.076511094,0,0,0,0.089262943,1
3718,SPNC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3719,SPNS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3720,SPPI,0,0,0,0.741567696,0.004750594,0.033729216,0,0,0.052256532,0.110688836,0,0,0.004750594,0.052256532,1
3721,SPPP,0,0,0,0.362041467,0,0,0,0,0.637958533,0,0,0,0,0,1
3722,SPR,0,0,0,0.111111111,0,0.333333333,0,0.444444444,0,0.111111111,0,0,0,0,1
3723,SPRD,0,0.157287662,0,0.581090528,0,0.034952814,0,0,0.017476407,0.104334149,0,0,0,0.104858441,1
3724,SPRT,0,0,0,0.142857143,0,0.714285714,0,0,0,0.071428571,0,0,0,0.071428571,1
3725,SPW,0,0.111111111,0,0.388888889,0,0,0,0.055555556,0.222222222,0.166666667,0,0,0,0.055555556,1
3726,SPWR,0,0.002138854,0,0.742546092,0.016041408,0.09477264,0,0,0.068571673,0.056679642,0.001069427,0,0.010694272,0.007485991,1
3727,SPXL,0,0.041393298,0.009727425,0.654986858,0,0.006208995,0,0,0.097274251,0.111761906,0,0.00413933,0,0.074507937,1
3728,SPXS,0,0.010977963,0,0.800085513,0.033511677,0.103423969,0,0,0.018489201,0.017911414,0,0.001155575,0,0.014444688,1
3729,SPXU,0,0.008021762,0.001069568,0.711908217,0.021113278,0.087348077,0,0,0.079326315,0.034226185,0,0.001069568,0.005347841,0.050569189,1
3730,SPYV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3731,SQI,0,0.078247261,0,0.687010955,0.078247261,0,0,0,0,0,0,0,0,0.156494523,1
3732,SQM,0,0,0,0.224489796,0,0,0,0.489795918,0.163265306,0.12244898,0,0,0,0,1
3733,SQNM,0,0,0,0.83025938,0.009732834,0.009732834,0,0,0.034064918,0.067545866,0,0,0,0.048664169,1
3734,SQQQ,0,0.001113983,0.005569914,0.879288833,0.00447821,0,0,0,0.057927101,0.024886374,0,0.010025844,0.008911862,0.007797879,1
3735,SRC,0,0.013894678,0,0.74989579,0,0,0,0.138946783,0.027789357,0.055578713,0,0,0,0.013894678,1
3736,SRCL,0,0,0,0.714285714,0,0,0,0,0,0.142857143,0,0,0,0.142857143,1
3737,SRE,0,0.036935957,0.002051998,0.52551659,0.012311986,0.012311986,0,0.149570106,0.124597295,0.104220959,0,0,0.006155993,0.026327129,1
3738,SREV,0,0.013732491,0,0.164789893,0,0.054929964,0,0,0.192254875,0.49189783,0,0,0.054929964,0.027464982,1
3739,SRI,0,0,0,0,0,0,0,0.4,0.2,0.4,0,0,0,0,1
3740,SRLN,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,1
3741,SRPT,0,0.009250409,0.00308347,0.621349943,0.006166939,0.024667756,0,0,0.021584287,0.307730258,0,0,0,0.006166939,1
3742,SRS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3743,SRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3744,SRTY,0,0,0,0.916826083,0,0,0,0,0.012476087,0.04990435,0,0.004158696,0,0.016634783,1
3745,SRV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3746,SSD,0,0,0,0.142925202,0.047641734,0.142448785,0,0.381133873,0.238208671,0,0,0,0.047641734,0,1
3747,SSG,0,0,0,0.466666667,0.066666667,0.4,0,0,0.066666667,0,0,0,0,0,1
3748,SSH,0,0,0,0.951612903,0,0,0,0,0.016129032,0.032258065,0,0,0,0,1
3749,SSI,0,0,0,0.5,0,0,0,0.4,0.05,0.05,0,0,0,0,1
3750,SSL,0,0,0,0.078508342,0,0.156035329,0,0.471050049,0.078508342,0.196270854,0,0,0,0.019627085,1
3751,SSN,0.461764295,0,0,0.279602964,0,0.23300247,0,0,0,0.025630272,0,0,0,0,1
3752,SSNC,0,0,0,0.130434783,0.173913043,0.043478261,0,0,0.173913043,0.391304348,0,0,0,0.086956522,1
3753,SSNI,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,1
3754,SSO,0,0.001994957,0,0.427509874,0.011960815,0.214268181,0,0,0.16266262,0.148314105,0,0.000892598,0.008925981,0.023470868,1
3755,SSP,0,0,0,0.608745685,0.02301496,0.02301496,0,0.207134638,0.02301496,0.069044879,0,0,0,0.046029919,1
3756,SSRI,0,0,0,0.640077122,0.013071468,0.008169668,0,0,0.032678671,0.211234927,0,0,0.003267867,0.091500278,1
3757,SSS,0,0.615384615,0,0.221153846,0,0,0,0.096153846,0.028846154,0.038461538,0,0,0,0,1
3758,SSTK,0,0,0,0.5,0,0,0,0.333333333,0,0,0,0,0,0.166666667,1
3759,SSW,0,0,0,0.749193837,0,0,0,0.053744178,0.035829452,0.107488355,0,0,0,0.053744178,1
3760,SSYS,0,0.003570281,0,0.740476275,0.003570281,0.032132529,0,0,0.074975901,0.092827306,0,0,0,0.052447428,1
3761,ST,0,0.001381654,0.001381654,0.776075273,0.004144963,0.005526618,0,0.12756815,0.036931622,0.022120287,0,0,0,0.024869779,1
3762,STAA,0,0.111111111,0,0.888888889,0,0,0,0,0,0,0,0,0,0,1
3763,STAG,0,0.077041602,0,0.69183359,0.077041602,0,0,0,0,0.077041602,0,0,0.077041602,0,1
3764,STAN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3765,STBA,0,0.333333333,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1
3766,STC,0,0.099667774,0,0.332225914,0.066445183,0.016611296,0,0.11627907,0.066445183,0.066445183,0,0.016611296,0.033222591,0.186046512,1
3767,STE,0,0.166666667,0,0.333333333,0,0,0,0,0.333333333,0.166666667,0,0,0,0,1
3768,STEC,0,0,0,0.834710744,0,0,0,0,0.055096419,0.027548209,0,0,0,0.082644628,1
3769,STEI,0,0,0,0.542495479,0,0,0,0,0.180831826,0.276672694,0,0,0,0,1
3770,STEL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3771,STEM,0,0,0.292682927,0.707317073,0,0,0,0,0,0,0,0,0,0,1
3772,STI,0,0.012107564,0,0.390541571,0.03995496,0.072500091,0,0.148063395,0.05386655,0.183538557,0.002421513,0.009686051,0.007264538,0.08005521,1
3773,STIP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3774,STJ,0,0.009083477,0,0.373240076,0.027250431,0.090834772,0,0.227086929,0.045417386,0.072667817,0.009083477,0,0.018166954,0.12716868,1
3775,STK,0,0,0,0.55,0,0,0,0.05,0.1,0.15,0,0,0,0.15,1
3776,STKL,0,0,0,0.333333333,0,0.666666667,0,0,0,0,0,0,0,0,1
3777,STL,0,0,0,0.923076923,0,0,0,0.076923077,0,0,0,0,0,0,1
3778,STLD,0,0.004391165,0.006586747,0.274447811,0.090018882,0.116014579,0,0,0.133579239,0.33324551,0.002195582,0,0,0.039520485,1
3779,STM,0,0.10799961,0,0.400556525,0.010687415,0.076070292,0,0.073580107,0.106120894,0.113892754,0,0.025699423,0.016890724,0.068502255,1
3780,STMP,0,0,0,0.866627497,0,0.029377203,0,0,0,0.014688602,0,0,0,0.089306698,1
3781,STN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3782,STNG,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,1
3783,STO,0,0.009132849,0,0.283454097,0.002014599,0.016828618,0,0.013766427,0.384069893,0.24977,0,0.006043797,0,0.034919718,1
3784,STON,0,0,0,0.875,0,0,0,0.125,0,0,0,0,0,0,1
3785,STP,0,0,0.031673635,0.871721779,0,0,0,0.06334727,0.004751045,0.00950209,0,0,0,0.019004181,1
3786,STPZ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3787,STR,0,0.144329897,0,0.175257732,0.010309278,0.010309278,0,0.340206186,0.010309278,0.103092784,0,0.020618557,0.072164948,0.113402062,1
3788,STRA,0,0.122149837,0,0.469055375,0.020358306,0.042345277,0,0,0.142508143,0.081433225,0,0,0,0.122149837,1
3789,STRI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3790,STRL,0,0,0,0.974683544,0,0,0,0,0,0.012658228,0,0,0,0.012658228,1
3791,STRM,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,1
3792,STRZA,0,0.008658009,0,0.852813853,0.008658009,0,0,0,0.025974026,0.077922078,0.017316017,0,0.008658009,0,1
3793,STS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3794,STSI,0.003140605,0,0,0.731164222,0.00628121,0.01256242,0,0,0.038283973,0.20856757,0,0,0,0,1
3795,STT,0,0.054614965,0,0.399983818,0.018204988,0.0343872,0,0.324230839,0.058660517,0.055302708,0,0.002022776,0,0.052592188,1
3796,STV,0,0,0,0.071428571,0,0.714285714,0,0.071428571,0,0.142857143,0,0,0,0,1
3797,STWD,0,0.009725734,0,0.534915386,0.029177203,0.076055242,0,0.282046294,0.029177203,0.009725734,0.009725734,0,0,0.019451469,1
3798,STX,0,0.022870212,0,0.509212407,0.038672098,0.091152087,0,0,0.085005718,0.17420669,0.001429388,0.000714694,0.020011435,0.056725272,1
3799,STZ,0,0.027601435,0.002587635,0.413158984,0.005175269,0.079354126,0,0.275945349,0.029007383,0.105929133,0.000862545,0,0.008625449,0.051752691,1
3800,SU,0,0.044552112,0.002784507,0.205218166,0.030629577,0.103026759,0,0.246345335,0.150251998,0.116949294,0.013922535,0.005569014,0,0.080750703,1
3801,SUB,0,0.164880462,0,0.4641385,0,0.123660346,0,0,0.164880462,0,0,0,0.082440231,0,1
3802,SUBK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3803,SUI,0,0.08,0,0.28,0,0,0,0.56,0.04,0,0.04,0,0,0,1
3804,SUMR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3805,SUP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3806,SUPN,0,0,0,0.792682927,0,0.012195122,0,0,0.085365854,0.06097561,0,0,0,0.048780488,1
3807,SUPX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3808,SUSQ,0,0.015554519,0,0.139990667,0.046663556,0.248872297,0,0,0.206719552,0.155545186,0,0,0,0.186654223,1
3809,SUSS,0,0,0,0.870967742,0,0,0,0.032258065,0.064516129,0.032258065,0,0,0,0,1
3810,SVA,0,0,0,0.659863946,0,0.090702948,0,0,0.022675737,0.181405896,0,0,0,0.045351474,1
3811,SVLC,0.045454545,0,0,0.863636364,0,0.015151515,0,0,0.045454545,0.015151515,0,0,0,0.015151515,1
3812,SVM,0,0.00367269,0,0.657411488,0.00367269,0.01469076,0,0.061627736,0.104671662,0.066108418,0.00367269,0,0.01469076,0.069781108,1
3813,SVU,0,0.011546122,0.00288653,0.485312371,0.044981767,0.076011969,0,0.158441658,0.063657619,0.080601553,0.000962177,0.007697415,0.009621768,0.058279051,1
3814,SVVC,0,0,0,0.806451613,0,0,0,0,0,0,0,0,0,0.193548387,1
3815,SVXY,0,0,0,0.516996345,0,0,0,0,0.020498104,0.231662738,0,0.013665403,0.010249052,0.206928359,1
3816,SWC,0,0.010322048,0,0.378922378,0.020644096,0.020644096,0,0.221304707,0.051610239,0.265586292,0.010322048,0,0,0.020644096,1
3817,SWFT,0,0.007422252,0,0.782190307,0.009648927,0.033140355,0,0.081128925,0.030802345,0.036740147,0,0,0.001113338,0.017813405,1
3818,SWHC,0,0.011568993,0,0.35203976,0.017947125,0.137902947,0,0,0.130530821,0.27322427,0.002761096,0,0.001380548,0.07264444,1
3819,SWI,0,0.008522727,0,0.934659091,0,0,0,0.019886364,0.008522727,0.011363636,0,0.008522727,0,0.008522727,1
3820,SWIR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3821,SWJ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3822,SWK,0,0.02821352,0,0.63553775,0,0.090283264,0,0.123349509,0.033856224,0.066188918,0.011285408,0,0,0.011285408,1
3823,SWKS,0,0.002145992,0.022532914,0.537485112,0.009656963,0.091558741,0,0,0.036310182,0.282069165,0,0,0,0.018240931,1
3824,SWM,0,0.28,0,0,0,0,0,0.16,0.16,0.16,0,0,0,0.24,1
3825,SWN,0,0.001911425,0.001911425,0.34380794,0.007645698,0.019114246,0,0.375078846,0.061050901,0.118508324,0.001911425,0,0,0.06905977,1
3826,SWX,0,0.4,0,0.2,0,0.2,0,0,0.2,0,0,0,0,0,1
3827,SWY,0,0.00590191,0,0.71808542,0.009836517,0.007869214,0,0.08656135,0.054100844,0.050166237,0.009836517,0,0.007869214,0.049772776,1
3828,SWZ,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.75,1
3829,SXC,0,0.121621622,0,0.378378378,0.027027027,0.040540541,0,0.067567568,0.135135135,0.121621622,0.013513514,0,0.013513514,0.081081081,1
3830,SXCP,0,0,0,0.6,0,0.2,0,0.2,0,0,0,0,0,0,1
3831,SXI,0,0,0,0.818181818,0,0,0,0.181818182,0,0,0,0,0,0,1
3832,SXL,0,0.067751336,0,0.64084507,0,0,0,0.194269063,0.048567266,0,0,0,0,0.048567266,1
3833,SXT,0,0.110071547,0,0.449642267,0,0,0,0.16510732,0.055035773,0.110071547,0,0,0,0.110071547,1
3834,SYA,0,0,0,0.5,0,0,0,0.285714286,0.142857143,0.071428571,0,0,0,0,1
3835,SYK,0,0.064683053,0,0.410737387,0,0.019404916,0,0.084346701,0.2461837,0.077619664,0,0,0.012936611,0.084087969,1
3836,SYKE,0,0,0,0.285714286,0,0,0,0,0.285714286,0,0,0,0,0.428571429,1
3837,SYMC,0.00322409,0.004400883,0,0.349894411,0.020956588,0.030628859,0,0,0.112843164,0.394225654,0.001612045,0.022568633,0.001612045,0.058033627,1
3838,SYMM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3839,SYMX,0,0,0,0.992857143,0,0,0,0,0,0.007142857,0,0,0,0,1
3840,SYN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3841,SYNA,0,0.009792401,0,0.569134352,0.009792401,0.029377203,0,0,0.117508813,0.26439483,0,0,0,0,1
3842,SYNC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3843,SYPR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3844,SYRG,0,0,0,0.333333333,0,0,0,0,0.666666667,0,0,0,0,0,1
3845,SYT,0,0.186219739,0,0.372439479,0,0,0,0.193047796,0,0.186219739,0,0,0.062073246,0,1
3846,SYY,0,0.018581741,0,0.536728858,0.006298895,0.037793371,0,0.212234974,0.036231245,0.099220197,0.005039116,0.003779337,0.001259779,0.042832487,1
3847,SZYM,0,0,0,0.367239468,0.013858093,0.013858093,0,0,0.034645233,0.362527716,0,0,0,0.207871397,1
3848,T,0,0.031986643,0.000821487,0.439000497,0.027252825,0.116043227,0,0.108939419,0.043586036,0.113841642,0.002669832,0.007598753,0.008625611,0.099634028,1
3849,TA,0,0,0,0.59798995,0,0.050251256,0,0.251256281,0,0,0.050251256,0,0,0.050251256,1
3850,TAC,0,0.167865707,0,0.208633094,0,0,0,0.287769784,0.047961631,0.119904077,0,0,0,0.167865707,1
3851,TAHO,0,0,0,0,0,0.2,0,0,0.1,0.4,0,0,0,0.3,1
3852,TAI,0,0,0,0,0,0,0,0.454545455,0.181818182,0.181818182,0,0,0,0.181818182,1
3853,TAL,0,0.034264177,0,0.801781737,0,0,0,0.121123865,0.017132088,0.008566044,0,0,0,0.017132088,1
3854,TAM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3855,TAN,0,0,0,0.934782609,0,0.065217391,0,0,0,0,0,0,0,0,1
3856,TAO,0,0,0,0.733688415,0,0,0,0,0.266311585,0,0,0,0,0,1
3857,TAP,0,0.105529391,0,0.281876853,0.017442875,0.034885749,0,0.315541601,0.034885749,0.174952032,0,0.017442875,0,0.017442875,1
3858,TAS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3859,TASR,0,0,0,0.409332546,0,0.029533373,0,0,0.059066745,0.502067336,0,0,0,0,1
3860,TAST,0,0,0,0.666666667,0,0,0,0,0,0.333333333,0,0,0,0,1
3861,TAT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3862,TAYC,0,0,0,0.533333333,0,0,0,0,0.066666667,0.2,0,0,0.066666667,0.133333333,1
3863,TBF,0,0.258599658,0,0.482800683,0,0,0,0,0.048792388,0.014637717,0,0,0.175652598,0.019516955,1
3864,TBI,0,0.081081081,0,0.405405405,0.054054054,0.081081081,0,0.108108108,0.081081081,0.081081081,0,0,0.054054054,0.054054054,1
3865,TBT,0,0.03167467,0,0.448595075,0.058965975,0.04597936,0,0,0.239266374,0.126882599,0.001021764,0,0.010217636,0.037396546,1
3866,TC,0,0.016407652,0,0.548188924,0.01216508,0.010644445,0,0.120890484,0.112268483,0.089717466,0,0,0.01216508,0.077552386,1
3867,TCAP,0,0,0,0.438202247,0,0,0,0.561797753,0,0,0,0,0,0,1
3868,TCB,0,0,0,0.771194605,0.012042389,0.024084778,0,0.096339114,0.048169557,0.012042389,0,0,0,0.036127168,1
3869,TCBI,0,0.045454545,0,0.045454545,0,0.090909091,0,0,0,0.181818182,0,0,0,0.636363636,1
3870,TCBIP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3871,TCK,0,0.087085001,0.002609288,0.365349302,0.02804985,0.090998933,0,0.092528629,0.063431801,0.160357081,0.006523221,0.022178952,0.019569663,0.061318278,1
3872,TCO,0,0.106199389,0,0.530996947,0.013274924,0,0,0.119474313,0.066374618,0.123855038,0,0,0,0.039824771,1
3873,TCP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3874,TCPC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3875,TCRD,0,0,0,0.626517274,0,0,0,0,0,0.373482726,0,0,0,0,1
3876,TCX,0,0,0,0.441340782,0,0,0,0,0.022346369,0.536312849,0,0,0,0,1
3877,TD,0,0.090144231,0,0.429086538,0.030048077,0,0,0.210336538,0.060096154,0.030048077,0.030048077,0,0.030048077,0.090144231,1
3878,TDA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3879,TDC,0,0.112224449,0,0.369699399,0,0.048096192,0,0.200400802,0.085210421,0.104208417,0,0,0,0.080160321,1
3880,TDE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3881,TDG,0,0,0,0.117647059,0,0.176470588,0,0.235882353,0.058823529,0.352352941,0,0,0,0.058823529,1
3882,TDH,0,0.090909091,0,0.727272727,0.090909091,0,0,0,0,0,0,0,0,0.090909091,1
3883,TDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3884,TDW,0,0.191489362,0,0.063829787,0.021276596,0,0,0.446808511,0.085106383,0.106382979,0,0.063829787,0,0.021276596,1
3885,TE,0,0.036390102,0,0.468704512,0,0.00727802,0,0.458515284,0.021834061,0,0,0,0.00727802,0,1
3886,TEAR,0,0,0,0.902349415,0,0.039640336,0,0,0,0.058010248,0,0,0,0,1
3887,TECH,0,0.055493896,0,0.528301887,0,0.027746948,0,0,0,0.332963374,0,0,0.027746948,0.027746948,1
3888,TECL,0,0.015445208,0,0.890956831,0.007722604,0.023167812,0,0,0.015445208,0.031817129,0,0,0.015445208,0,1
3889,TECS,0,0.02900232,0,0.498839907,0,0,0,0,0.087006961,0,0,0,0,0.385150812,1
3890,TECUA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3891,TEF,0,0.011795235,0,0.086812928,0.006290792,0.245734057,0,0.379295431,0.090430133,0.102382637,0.003931745,0.035385704,0.010419124,0.027522214,1
3892,TEG,0,0.333333333,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,1
3893,TEI,0,0,0,0.408284024,0,0,0,0.591715976,0,0,0,0,0,0,1
3894,TEL,0,0,0,0.08107482,0.011582117,0.104239055,0,0.525133194,0.150567524,0.08107482,0.011582117,0.011582117,0,0.023164234,1
3895,TELK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3896,TEN,0,0,0,0.597701149,0,0.011494253,0,0.206896552,0.034482759,0.091954023,0,0.034482759,0,0.022988506,1
3897,TEO,0,0,0,0.666666667,0,0,0,0.166666667,0,0.166666667,0,0,0,0,1
3898,TER,0,0.005888588,0,0.353315275,0.017665764,0.041220115,0,0.070663055,0.241432105,0.222706395,0,0,0.005888588,0.041220115,1
3899,TESO,0,0,0,0.565217391,0,0,0,0,0,0.260869565,0,0,0.173913043,0,1
3900,TESS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3901,TEU,0,0,0,0.916666667,0,0.083333333,0,0,0,0,0,0,0,0,1
3902,TEVA,0,0.016105599,0,0.695836286,0.024805103,0.021261517,0,0.056856839,0.049610206,0.044649185,0.001771793,0.001771793,0.001931254,0.085400425,1
3903,TEX,0,0.03552503,0,0.462121436,0.014802096,0.070043518,0,0.206163593,0.050327126,0.078125463,0.005920838,0,0.017762515,0.059208384,1
3904,TFI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
